close,high,low,open
88.92,89.5,78.4,78.5
86.18,95.7,75,88.92
90.5,93.06,83.01,86.18
92.19,94.98,87,90.5
93.03,93.8,91,92.19
104,106,92.24,93.03
117.98,118.36,99,104
135,147,110,117.98
132.12,142.12,116.39,135
142.32,144.94,130.24,132.12
142.63,143.9,139.54,142.32
162.3,164.9,142.63,142.63
187.5,194.9,162.6,162.3
230,240.11,186.5,187.5
165,266,105,230
124.9,188.7,110.2,165
117,140,54.25,124.9
93,130,85.5,117
90,110,84.44,93
82.39,102,71.51,90
68.36,84.5,50.01,82.39
93.07,98.78,63.3,68.36
109.01,113,86,93.07
118.48,136.43,105.54,109.01
126.62,132,115,118.48
119.2,130.5,110,126.62
127.4,127.4,118.5,119.2
143.48,144.02,124.97,127.4
154.2,166.43,140.97,143.48
141.71,162,120.09,154.2
136.9,144.99,121.45,141.71
128,139.88,122.71,136.9
134.44,136.68,127.5,128
144,149.08,133,134.44
139.23,146.93,134,144
116.38,140.06,104,139.23
106.25,126.9,91.11,116.38
98.1,109,79,106.25
112.9,116.3,92,98.1
115.98,118.85,107,112.9
112.25,124.9,106.01,115.98
109.6,114,97.52,112.25
113.2,116.78,109.5,109.6
112.8,113.72,108.8,113.2
117.7,122.5,111.54,112.8
115.64,118.74,113,117.7
114.82,117.47,112.4,115.64
117.98,118.88,114.5,114.82
111.4,119.8,109.42,117.98
114.22,116.44,103.02,111.4
118.21,118.97,112.1,114.22
123.5,125.56,116.57,118.21
123.21,125.31,122.25,123.5
122.5,124.5,119.5,123.21
122.02,123.69,120.1,122.5
122.89,123.08,121.1,122.02
123.8,124.5,122,122.89
126.3,126.93,123,123.8
133.1,133.98,125.36,126.3
131.99,133.5,128.2,133.1
133.5,136,130.61,131.99
129.77,135.47,124,133.5
129,130.63,125.4,129.77
132.25,132.72,127.6,129
128.8,132.4,126.5,132.25
128.82,130,126.33,128.8
129.3,129.79,127.1,128.82
122.5,130.1,115,129.3
120.74,122.78,115.11,122.5
121.4,123.99,118.79,120.74
121.9,123.5,119.5,121.4
118.97,123.3,117,121.9
111,119.13,106.15,118.97
107.89,113.19,107,111
100.44,108.99,88,107.89
106.35,110.63,95,100.44
109,109.6,103.23,106.35
108.78,112.25,106,109
103.95,110.3,100.3,108.78
100,104.7,97.1,103.95
99.8,103.7,97.5,100
99.9,101.75,98.9,99.8
101.95,102.4,98.9,99.9
107.35,113.3,101.03,101.95
108.25,110.99,104.66,107.35
111.29,114.48,107.12,108.25
109.5,115.01,107.56,111.29
108.2,109.96,107.51,109.5
107.9,109,106.2,108.2
102.09,108.33,100.76,107.9
103.33,109.98,100,102.09
104,105.49,101.83,103.33
101.74,104,100.06,104
94.66,101.79,92.25,101.74
95,100.44,93,94.66
97.51,98.12,93.85,95
88.05,98.18,86.01,97.51
90.41,92.57,87.51,88.05
78.89,91.2,76,90.41
80.04,84.27,72,78.89
68.5,80.6,65.42,80.04
69.66,75,66.81,68.5
76.5,77,66.6,69.66
76,80,72.46,76.5
76.7,78.3,72.51,76
88,89.84,75.53,76.7
88.98,90.7,85,88
93.99,104.17,88,88.98
98.32,98.32,87.76,93.99
94.42,99,92.86,98.32
98.89,101.94,93.11,94.42
97.1,100.73,96,98.89
98.5,100,96.18,97.1
90.07,98.8,86.2,98.5
92,95.2,87.6,90.07
89.82,93.1,89.27,92
92,92,88,89.82
91.6,92,89.8,92
95.56,97.13,91.6,91.6
95.09,95.99,92.3,95.56
96.95,97.48,93.57,95.09
96.02,97.48,96,96.95
94.4,97,93,96.02
98.78,100.58,94,94.4
101.48,102.85,98.45,98.78
107.96,107.99,100.47,101.48
106.21,111.65,103.55,107.96
104,108,103,106.21
104.5,108,101.21,104
104.95,105.89,102,104.5
105.12,106,103.5,104.95
106.72,107.77,105,105.12
106.56,107.5,105.11,106.72
105.99,106.96,105.22,106.56
103.05,106.65,100.96,105.99
102.8,105.79,101.94,103.05
103,103.9,102.38,102.8
105,105.19,102.7,103
106.81,108.12,103.5,105
109.6,109.64,104.5,106.81
112.56,115,108,109.6
109.99,113.32,108.78,112.56
108.99,112.3,108.21,109.99
112.75,114,108.23,108.99
113.38,114.69,112,112.75
118.5,123.75,111.77,113.38
121.2,123.01,116.82,118.5
123.3,125,119.68,121.2
122,124.49,120.54,123.3
118.51,122,118.44,122
119.6,121.39,118.02,118.51
122.11,122.99,119.14,119.6
120.07,122.97,119.92,122.11
131.29,133,120,120.07
128.76,131.72,128.02,131.29
129.3,131.2,128.18,128.76
138.03,142.76,128.56,129.3
141,148.7,135.89,138.03
146.01,147.29,141,141
144,148.5,142.11,146.01
144,148.91,142.2,144
132.51,145.8,130.09,144
130.2,137.97,127.24,132.51
121.9,134,121.9,130.2
128.99,131.02,121.25,121.9
126.32,129.87,124.06,128.99
133.1,137.48,124,126.32
132.62,136.02,131.38,133.1
142.1,145.9,127.5,132.62
139.35,145.52,137.51,142.1
140.66,145.6,137.82,139.35
136.71,142,136.5,140.66
138.3,141,135.04,136.71
139.42,142.23,137.9,138.3
139.15,141.37,138,139.42
140.41,142,139.01,139.15
135.05,141.2,131.14,140.41
133.81,137.28,131,135.05
134.38,135.99,132,133.81
134,135,131,134.38
133.4,135,132,134
134.78,136.59,132.5,133.4
135,138,134.7,134.78
137.1,139,134.71,135
138.93,142.66,134.83,137.1
142.5,143,138.02,138.93
143.88,145.81,141.36,142.5
141.9,145.81,138.12,143.88
140.3,144.44,139.41,141.9
123,141.93,109.7,140.3
130.99,132,120.1,123
136.82,139.8,128.5,130.99
136.7,138,135.3,136.82
137.8,138,134.1,136.7
135.8,139,135.12,137.8
136.49,137.78,135.65,135.8
139.5,142.1,135.8,136.49
140.41,141.69,138.51,139.5
140.1,141.85,138.87,140.41
142.89,143.05,139.39,140.1
147.53,147.65,141.5,142.89
151.37,153.69,146.03,147.53
158.09,158.1,150.62,151.37
152.82,162.99,144.2,158.09
157.59,159.94,150.75,152.82
168.28,168.29,156.49,157.59
183.15,195.8,167.08,168.28
186.1,186.1,177.24,183.15
192.78,197.37,183.18,186.1
202.99,205.5,192.79,192.78
227.97,227.98,200.7,202.99
206.98,233.38,175.3,227.97
197.88,208.97,176.6,206.98
188.56,198.41,186.99,197.88
206.91,207.81,188.95,188.56
206.9,209.79,200.42,206.91
216,216.5,204.2,206.9
208,216.49,203.99,216
211.17,214.99,205.43,208
213.43,214.95,209.71,211.17
211.69,214.86,211,213.43
224,226.95,212.1,211.69
238.16,238.98,221.95,224
251.3,258.87,229,238.16
264.1,272.52,251.41,251.3
309.65,324.21,263.6,264.1
355,358,308.01,309.65
367.79,394.99,339.99,355
336.32,372.52,289.96,367.79
362.98,375.99,321.41,336.32
380.04,391.79,358.97,362.98
434.85,444.97,372.17,380.04
433.4,447.49,402.54,434.85
433.92,457.92,412.97,433.4
461.96,476.94,427.98,433.92
528.3,536.75,456.98,461.96
785.43,787.93,521.98,528.3
645.69,900.92,502.61,785.43
637.97,649.99,453.29,645.69
764.91,784.32,595.19,637.97
802,821.99,682.28,764.91
832.5,890.03,799.54,802
795.01,854.99,745.21,832.5
829.99,849.99,758.95,795.01
969.96,974.96,825.08,829.99
1079.89,1094.78,914.27,969.96
1101.38,1224.48,1032.06,1079.89
1206.93,1241.92,1049.96,1101.38
1205.66,1232.94,1150.16,1206.93
1004.39,1216.84,840.27,1205.66
1096.56,1117.73,974.97,1004.39
1154.86,1185.63,1064.91,1096.56
1237.55,1239.7,1131.35,1154.86
1106.35,1239.86,869.99,1237.55
845.02,1118.93,800.07,1106.35
697.02,895.96,576.03,845.02
803.96,828.96,653.03,697.02
918.95,980.03,787.73,803.96
1033.72,1067.7,911.96,918.95
919.93,1056.76,856.06,1033.72
899.98,940.98,839.51,919.93
936.77,989.89,882.11,899.98
908.94,947.93,875.11,936.77
919.88,927.9,837.98,908.94
759.92,924.94,714.03,919.88
714.97,779.96,678.88,759.92
540.98,716.99,454.86,714.97
731.95,745.96,522.44,540.98
649.96,774.39,621.25,731.95
640.48,690,610,649.96
639.49,699.91,614.95,640.48
713.24,724.92,631.01,639.49
702.75,729.94,665.98,713.24
707.25,709.95,673.93,702.75
801.98,829.63,707.21,707.25
803.05,836.83,767.87,801.98
761.99,805.97,715.6,803.05
784.96,803.95,734.98,761.99
804.83,818.83,780.96,784.96
805.94,813.94,776.96,804.83
815.94,829.93,770.97,805.94
856.91,886.21,810.47,815.94
884.26,888.23,839.44,856.91
924.69,932.16,848.32,884.26
1014.74,1029.86,911.36,924.69
1012.65,1093.44,964.74,1014.74
879.9,1043.98,879.85,1012.65
938.84,966.9,858.9,879.9
936.95,964.64,866.55,938.84
957.76,964.84,905.88,936.95
1005.32,1010.84,935,957.76
939.79,1022.67,922.07,1005.32
922.91,949.24,879.94,939.79
919.28,942.47,904.19,922.91
941.22,973.09,915.06,919.28
913.49,955.53,910.5,941.22
894.16,929.75,867.22,913.49
905.72,924.74,884.74,894.16
954.8,958.07,901.88,905.72
955.95,980.54,925.96,954.8
962.21,974.25,943.18,955.95
950.95,973.94,934.95,962.21
944.16,958.06,936.27,950.95
916.55,949.52,902.89,944.16
961.05,978.41,915.86,916.55
1007,1038.06,950.66,961.05
943.54,1021.45,937.23,1007
932.68,972.61,911.65,943.54
925.67,950.56,918.86,932.68
941.39,953.24,909.46,925.67
938.85,954.71,924.59,941.39
940.42,969.19,927.8,938.85
953.31,959.38,934.41,940.42
931.71,959.58,931.67,953.31
926.64,949.1,900.76,931.71
904.52,939.75,890.05,926.64
828.87,908.77,800.93,904.52
695.65,833.07,651.73,828.87
648.78,719.26,632.08,695.65
659.57,694.12,622.53,648.78
582.63,700.04,500.04,659.57
578.96,609.71,550.22,582.63
531.13,585.12,511.9,578.96
451.44,549.2,451.33,531.13
427.68,500.03,302.18,451.44
371.07,447.94,310.08,427.68
299.8,540.03,220.37,371.07
272.28,411.21,263.36,299.8
293.95,370.12,248.31,272.28
261.53,308.63,257.24,293.95
111.92,271.61,109.22,261.53
111.56,160.15,91.66,111.92
255.59,290.59,96.72,111.56
310.17,349.15,220.31,255.59
174,316.88,131.85,310.17
135.78,174.64,102.33,174
593.14,650,522.84,135.78
596.49,629.9,580.5,593.14
573.94,599,570,596.49
557.39,564.07,262.77,573.94
544.56,562.93,541.54,557.39
662.18,695.44,545.42,544.56
661.85,686.22,645.16,662.18
658.3,665.97,636.77,661.85
648.26,661.83,636.22,658.3
616.73,655.2,600.31,648.26
609.21,625.68,588.58,616.73
627.05,637.6,598.51,609.21
612.97,633.68,594.7,627.05
608.69,619.7,599.92,612.97
619.43,640.79,608.2,608.69
625.04,636.13,616.06,619.43
614.03,631.23,610.61,625.04
624.03,628.83,609.18,614.03
619.14,627.28,613.17,624.03
606.38,622.49,602.74,619.14
598.93,611.72,585.66,606.38
594.96,607.08,590.14,598.93
565.99,598.41,560.35,594.96
549.6,587.42,540.22,565.99
564.34,569.96,537.16,549.6
551.16,564.32,538.63,564.34
567.56,572.52,531.27,551.16
562.89,569.66,550.43,567.56
562.45,575.42,546.26,562.89
460.45,567.75,460.45,562.45
482.61,514.95,453.75,460.45
477.11,494.28,473.78,482.61
446.92,479.04,424.03,477.11
444.66,473.43,422.49,446.92
463.45,487.35,438.03,444.66
424.37,480.27,409.25,463.45
436.31,448.74,386.67,424.37
444.36,456.46,415.51,436.31
456.63,461.17,439.37,444.36
455.69,472.38,446.3,456.63
462.38,485.06,447.98,455.69
466.56,480.69,457.57,462.38
457.34,479.66,451.07,466.56
384.63,463.45,384.63,457.34
435.14,450.4,355.71,384.63
437.65,469.83,428.02,435.14
427.6,454.15,409.85,437.65
478.38,497.83,420.08,427.6
526.43,526.63,466.43,478.38
536.95,549.05,496.08,526.43
502,537.03,486.89,536.95
485.52,512.15,472,502
506.02,516.89,473.16,485.52
498.51,522.22,488.69,506.02
495.16,524.67,490.66,498.51
487.91,520.51,483.39,495.16
487.3,509.96,482.25,487.91
500.29,507.33,477.22,487.3
464.49,502.49,438.33,500.29
457.87,468.68,448.57,464.49
443.18,461.4,437.39,457.87
441.92,451.12,420.78,443.18
446.12,453.78,430.71,441.92
445.63,452.64,430.89,446.12
460.13,464.49,444.51,445.63
453.67,463.38,442,460.13
438.65,454.2,429.09,453.67
436.05,446.61,428.79,438.65
430.87,443.86,426.37,436.05
432.19,434.95,420.23,430.87
446.55,458.78,423.55,432.19
441.11,455.5,439.5,446.55
445.45,455.78,438.5,441.11
451.9,459.46,441.43,445.45
433.23,455.4,429.02,451.9
438.21,441.07,430.19,433.23
433.92,442.27,432.74,438.21
442.63,444.28,433.88,433.92
448.1,450.03,441.47,442.63
453.63,455.15,441.86,448.1
452.79,455.94,452.23,453.63
450.14,454,449.04,452.79
443.9,451.69,441.2,450.14
484.57,486.23,437.25,443.9
488.84,495.21,481.73,484.57
515.36,519.25,485.55,488.84
518.09,540.88,515.18,515.36
520.46,526.65,510.42,518.09
570.44,575.19,520.53,520.46
582.01,586.41,564.65,570.44
570.1,586.22,555.28,582.01
570.84,581.81,562.56,570.1
564.42,573.83,557.7,570.84
612.35,613.26,564.02,564.42
627.91,629.04,604.73,612.35
649.79,674.98,621.95,627.91
655.49,662.63,625.46,649.79
669.43,676.47,631.42,655.49
638.93,669.78,602.1,669.43
660.18,665.39,635.59,638.93
650.41,663.84,647.12,660.18
651.67,659.77,641.02,650.41
651.05,658.88,648.67,651.67
644.35,652.12,639.08,651.05
655.62,661.44,641.68,644.35
642.95,663.04,642.28,655.62
597.13,643.8,591.12,642.95
610.35,619.14,594.87,597.13
583.42,613.77,563.68,610.35
582.29,587.83,560.85,583.42
599.08,606.14,580.45,582.29
605.09,608.43,594.86,599.08
606.21,614.4,603.61,605.09
600.17,612.58,598.67,606.21
590.75,602.05,587.1,600.17
597.04,599.21,584.82,590.75
603.62,610.08,591.99,597.04
591.17,604.65,582.86,603.62
588.77,595.65,585.41,591.17
568.45,589.56,566.88,588.77
582.7,582.71,565.85,568.45
602.23,603.94,580.14,582.7
597.56,608.76,593.97,602.23
601.06,604.28,593.19,597.56
635.14,637.28,596.55,601.06
643.19,652.54,634.09,635.14
645.72,652.1,604.58,643.19
638.03,646.4,633.58,645.72
623.96,642.22,623.04,638.03
622.96,627.8,619.69,623.96
626.65,629.44,622.65,622.96
613.6,627.93,607.32,626.65
615.32,619.65,609.35,613.6
623,623.82,610.53,615.32
618.39,624.95,611.66,623
632.9,633.62,616.11,618.39
635.9,638.59,625.9,632.9
628.03,638.64,627.54,635.9
618.32,628.99,616.06,628.03
619.6,624.42,617.3,618.32
614.8,622.36,614.15,619.6
626.58,632.55,610.01,614.8
627.47,630.15,617.92,626.58
627.04,634.14,625.14,627.47
620.98,627.93,619.96,627.04
625.13,625.93,615.02,620.98
622.53,628.81,620,625.13
621.69,624.99,621,622.53
601.87,621.96,599.38,621.69
600.5,609.06,597.4,601.87
596,602.98,593.25,600.5
595.03,601.49,593.69,596
587.93,597.49,578.14,595.03
585.77,591.28,579.53,587.93
564.64,586.13,564.18,585.77
589.52,593.73,564.01,564.64
598.78,603.99,586.43,589.52
591.72,598.91,587.42,598.78
588.94,592.06,580.62,591.72
592.77,595.09,586.49,588.94
588.76,594.25,585.44,592.77
589.77,593.79,587.2,588.76
592.8,595.08,587.92,589.77
595.85,608.2,592.08,592.8
589.52,595.56,587.41,595.85
592.06,596.64,588.06,589.52
575.89,593.62,571.72,592.06
567.66,578.29,561.98,575.89
542.1,573.51,523.15,567.66
504.8,544.94,495.94,542.1
496.45,515.24,483.21,504.8
522.01,524.25,483.24,496.45
485.5,524.71,478.22,522.01
462.18,493.26,449.95,485.5
485.12,487.05,455.8,462.18
516.78,521.84,468.51,485.12
517.94,537.17,511.36,516.78
516.1,524.44,500.57,517.94
497.68,516.82,493.98,516.1
509.71,514.82,496.81,497.68
502.93,511.33,499.71,509.71
512.56,516.04,501.81,502.93
515.23,527.37,512.66,512.56
510.75,521.59,503.34,515.23
512.56,515.18,506.69,510.75
505.96,512.91,503.12,512.56
481.78,508.34,478.31,505.96
477.19,487.47,471.78,481.78
478.94,486.99,470.54,477.19
480.04,487.29,476.82,478.94
490.99,498.47,476.26,480.04
483.65,495.02,483.07,490.99
484.47,491.38,480.79,483.65
485.75,490.72,478.49,484.47
475.69,487.02,469.5,485.75
474.9,478.6,467.52,475.69
479.7,491.04,471.57,474.9
478.49,488.92,474.57,479.7
477.73,479.71,471.14,478.49
478.17,480.64,474.64,477.73
477.74,480.33,471.96,478.17
477.71,479.28,473.7,477.74
466.75,478.81,463.95,477.71
461.09,469.39,458.27,466.75
424.26,462.26,408.77,461.09
397.67,429.17,386.1,424.26
411.53,427.69,387.5,397.67
401.62,415.07,394.52,411.53
404.09,410.75,398.6,401.62
436.86,445.51,394.75,404.09
423.77,439.19,422.1,436.86
412.29,427.55,409.56,423.77
404.46,416.42,399.7,412.29
399.02,407.07,394.69,404.46
379.08,402.27,374.12,399.02
376.77,389.26,372.63,379.08
388.17,395.18,374.73,376.77
382.84,395.13,381.11,388.17
375.14,385.59,371.2,382.84
363.45,378.22,362.81,375.14
335.32,369.88,327.1,363.45
322.86,344.25,294.92,335.32
331.55,347.94,303.05,322.86
331.65,345.51,321.74,331.55
350.87,351.64,325.43,331.65
360.91,384.61,347.57,350.87
361.71,378.13,353.32,360.91
361.22,370.15,350.49,361.71
373.17,374.57,352.25,361.22
387.32,391.22,366.04,373.17
397.1,407.74,385.72,387.32
393.17,397.87,388.23,397.1
379.77,398.84,371.56,393.17
380.48,384.76,372.42,379.77
390.88,395.71,373.58,380.48
387.28,394.49,383.92,390.88
380.39,387.77,378.42,387.28
382.35,388.24,377.42,380.39
378.93,383.69,376.97,382.35
355.78,381.08,353.48,378.93
355.1,360.87,351.41,355.78
346.72,356.57,341.53,355.1
348.67,356.8,344.19,346.72
350.09,356.35,344.93,348.67
351.06,355.72,348.27,350.09
335.12,352.83,334.72,351.06
344.86,350.38,333.44,335.12
337.87,347.97,336.08,344.86
325.43,339,320.74,337.87
322.55,329.76,319.81,325.43
324.24,332.85,321.67,322.55
327.96,328.75,320.11,324.24
338.01,341.98,326.52,327.96
347.67,351.14,335.74,338.01
341.87,351.61,340.18,347.67
343.54,346.29,339.8,341.87
362.04,362.21,341.78,343.54
367.15,374.67,356.6,362.04
365.42,370.99,361.87,367.15
432.03,442.73,365.81,365.42
428.72,480.45,390.88,432.03
396.53,430.18,381.99,428.72
374.86,407.32,367.97,396.53
385.61,390.36,370.54,374.86
384.69,412.33,378.32,385.61
379.16,394.94,371.95,384.69
381.43,389.29,374.26,379.16
357.3,383.03,355.11,381.43
351.77,358.73,343.8,357.3
352.01,364.21,350.51,351.77
365.85,370.59,352.64,352.01
378.85,388.72,361.92,365.85
376.43,395.73,370.64,378.85
365.35,378.27,363.99,376.43
368.83,374.43,364.81,365.35
377.59,383.25,358.37,368.83
376.28,389.3,372.21,377.59
374.93,381.06,372.57,376.28
378.61,383.58,373.02,374.93
380.64,384.87,375.37,378.61
376.96,384.67,373.64,380.64
369.84,380.43,366.24,376.96
377.63,379.7,366.39,369.84
376.26,380.33,372.04,377.63
376.47,377.88,372.46,376.26
364.95,377.36,364.6,376.47
352.19,365.35,343.82,364.95
347.94,354.07,345.09,352.19
347.68,367.13,337.8,347.94
353.4,356.43,346,347.68
348.24,353.1,343.81,353.4
349.35,351.59,344.61,348.24
345.37,351.22,343.56,349.35
330.22,346.45,328.88,345.37
320.02,335.67,314.31,330.22
310.34,325.62,303.4,320.02
317.78,320.24,306.36,310.34
330.35,332.62,316.05,317.78
322.63,332.03,320.13,330.35
330.84,335.26,319.89,322.63
335.25,339.32,328,330.84
322.4,336.28,320.65,335.25
318.99,323.38,316.3,322.4
329.98,332.88,316.36,318.99
315.34,330.7,311.98,329.98
316.53,322.84,310.5,315.34
314.12,321.61,308.28,316.53
311.27,316.18,309.25,314.12
318.24,319.09,308.89,311.27
314.89,321.36,313.54,318.24
315.21,316.4,313.08,314.89
287.13,315.83,284.89,315.21
264.72,289.94,255.87,287.13
274.84,278.32,262.89,264.72
282.27,285.11,271.52,274.84
291.34,296.06,280.74,282.27
282.69,292.71,278.99,291.34
287.97,290.59,277.28,282.69
273.35,289.25,271.98,287.97
264.77,278.01,263.76,273.35
269.33,273.08,263.3,264.77
221.29,269.1,217.1,269.33
164.92,230.86,157.29,221.29
209.78,231.26,164.55,164.92
206.92,222.63,198.72,209.78
199.65,212.59,191.71,206.92
210.62,220.73,192.51,199.65
215.87,219.48,205.47,210.62
210.55,216.57,203.42,215.87
228.17,229.32,207.11,210.55
232.7,238.78,225.57,228.17
232.17,236.97,224.84,232.7
248.16,248.88,229.58,232.17
252.09,256.43,241.36,248.16
269.18,310.91,251.5,252.09
263.27,276.9,247.26,269.18
236.17,267.66,228.06,263.27
233.99,241.51,220.36,236.17
231.84,244.83,227.19,233.99
218.51,235.36,216.46,231.84
225.29,231.44,209.71,218.51
238.86,242.51,220.53,225.29
227.41,247.48,223.91,238.86
226.58,230.71,220.23,227.41
216.52,229.85,214.35,226.58
222.96,226.16,215.65,216.52
227.68,231,222.38,222.96
223.67,230.23,219.5,227.68
220.34,225,215.66,223.67
219.67,222.19,214.44,220.34
218.83,223.53,217.28,219.67
221.79,223,217.3,218.83
236.17,241.58,220.62,221.79
258.64,261.25,235.38,236.17
233.27,264.57,226.56,258.64
235.83,240.03,228.01,233.27
243.2,247.17,232.03,235.83
235.2,245.51,231.7,243.2
241.92,244.11,234.87,235.2
244.52,247.76,238.83,241.92
244.41,247.32,242.65,244.52
235.73,246.54,232.72,244.41
238.82,240.06,231.33,235.73
238.89,240.25,235.5,238.82
237.33,239.64,234.59,238.89
236.53,238.17,233.5,237.33
253.47,258.72,235.7,236.53
254.06,255.4,248.73,253.47
257.94,260.65,244.77,254.06
273.75,274.8,256.15,257.94
280.65,287.06,266.12,273.75
271.92,284.47,265.91,280.65
275.23,280.84,262.81,271.92
272.56,277.99,269.02,275.23
274.91,278.25,269.41,272.56
274.49,278.78,271.31,274.91
290.02,293.26,273.79,274.49
291.37,300.96,288.12,290.02
295.6,297.66,288.88,291.37
293.85,296.98,290.83,295.6
287.21,294.92,286.08,293.85
281.6,288.4,279.3,287.21
284.88,286.39,280.37,281.6
290.41,294.01,284.77,284.88
285.38,292.46,283.25,290.41
255.92,285.65,248.19,285.38
260.93,264.8,247,255.92
261.78,264.71,257.85,260.93
259.71,263.26,254.02,261.78
268.57,270.42,259,259.71
265.46,271.01,259.38,268.57
246.72,267.02,242.67,265.46
246.37,249.21,234.84,246.72
248.02,254.69,243.52,246.37
247.21,250.05,244.47,248.02
252.02,254.25,246.28,247.21
242.08,252.81,238.93,252.02
246.79,248.83,236.55,242.08
244.15,248.7,241.18,246.79
246.24,247.67,239.57,244.15
252.6,254.85,244.25,246.24
254.48,256.53,251.26,252.6
252.89,255.24,250.31,254.48
259.64,260.26,250.6,252.89
254.97,261.45,252.32,259.64
252.97,255.6,250.15,254.97
244.57,254.26,242.57,252.97
243.32,246.22,237.62,244.57
234.73,244.11,231.3,243.32
236.48,240,233.12,234.73
235.85,237.52,232.27,236.48
223.59,236.75,220.36,235.85
217.99,224.72,214.27,223.59
222.97,223.56,217.15,217.99
227.98,229.53,222.87,222.97
222.59,229.28,220.56,227.98
223.35,224.47,220.57,222.59
223.02,226.94,221.96,223.35
224.24,226.72,221.58,223.02
233.73,235.27,223.29,224.24
233.78,238.4,231.8,233.73
235.4,236.12,232.58,233.78
231.09,236.55,229.06,235.4
226.14,232.29,223.05,231.09
218.7,226.72,214.14,226.14
228.96,242.65,216.6,218.7
225.81,229.87,222.03,228.96
225.42,227.24,222.25,225.81
235.77,240.01,224.68,225.42
233.21,239.42,232.38,235.77
235.34,236.38,231.73,233.21
239.99,243.58,233.8,235.34
238.97,243.2,237.45,239.99
235.82,239.61,231.78,238.97
230.03,237.15,228.24,235.82
237.73,240.25,228.33,230.03
243.74,247.01,235.77,237.73
241.4,247.87,238.52,243.74
239.96,244.82,238.23,241.4
241.81,243.95,238.86,239.96
241.58,243,239.18,241.81
236.38,243.91,234.07,241.58
236.9,239.17,232.36,236.38
237.2,238.83,235.53,236.9
236.23,237.78,234.57,237.2
236.3,237.77,235.35,236.23
232.64,237.1,231.46,236.3
232.02,234.5,231.27,232.64
233.96,235.17,231.47,232.02
235.38,236.65,233.61,233.96
240.37,242,234.56,235.38
238.94,241.73,238.05,240.37
240.98,242.39,237.48,238.94
237.41,241.79,235.81,240.98
237.84,238.99,235.58,237.41
237.29,238.95,235.89,237.84
237.32,238.41,236.23,237.29
237.03,237.89,235.13,237.32
233.22,237.06,231.59,237.03
229.84,233.99,229.13,233.22
223.14,231.76,220.97,229.84
225.74,227.44,222.25,223.14
225.59,227.86,223.69,225.74
224.22,226.71,223.49,225.59
225.29,226.36,222.15,224.22
224.74,225.76,223.53,225.29
223.47,226.36,222.21,224.74
228.57,229.91,222.99,223.47
229.56,231.36,227.51,228.57
228.79,230.44,227.84,229.56
229.88,230.64,228.54,228.79
230.46,231.58,229.29,229.88
232.48,233.14,229.01,230.46
233.75,235.51,232.09,232.48
237,238.55,233.29,233.75
249.82,254.15,235.7,237
247.38,258.48,245.09,249.82
248.44,251.95,242.46,247.38
244.13,250.81,243.65,248.44
244.98,246.63,238.7,244.13
244.1,246.03,240.94,244.98
247.46,248.6,243.16,244.1
243.76,247.67,242.32,247.46
240.56,244.51,239.05,243.76
242.56,243.65,239.32,240.56
242.95,243.49,240.14,242.56
250.73,251.57,241.83,242.95
248.88,251.59,246.62,250.73
256.97,257.54,247.96,248.88
264.12,268.73,255.37,256.97
257.62,265,254.41,264.12
254.88,261.29,253.09,257.62
255.4,256.71,252.44,254.88
260.55,261.08,253.37,255.4
270.14,274.14,257.61,260.55
269.08,277.48,266.46,270.14
266.21,271.34,263.21,269.08
268.64,273.57,263.18,266.21
269.14,272.31,265.13,268.64
283.62,297.85,266.91,269.14
291.97,298.76,282.28,283.62
310.44,315.88,291.26,291.97
290.35,310.88,276.85,310.44
286.96,296.96,285.17,290.35
283.42,292.92,283.17,286.96
276.59,290.84,273.28,283.42
279.62,280.76,271.17,276.59
274.05,282.53,243.24,279.62
273.18,277.07,271.85,274.05
277.68,278.85,271.82,273.18
275.09,281.05,274.19,277.68
276.46,277.39,273.12,275.09
275.52,277.85,274.47,276.46
288.37,289.81,274.26,275.52
288.74,291.24,284.67,288.37
291.77,293.28,286.77,288.74
293.01,295.79,285.4,291.77
293.7,296.68,291.67,293.01
288.37,294.72,286.89,293.7
287.02,289.89,284.91,288.37
283.73,288.69,280.77,287.02
280.47,284.53,276.3,283.73
281.36,282.5,275.93,280.47
281.58,285,278.94,281.36
284.3,285.66,279.58,281.58
281.72,285.45,280.53,284.3
278,281.98,276.46,281.72
277.89,279.6,274.28,278
258.6,278.92,257.42,277.89
263.87,266.75,258.56,258.6
263.3,266.63,260.52,263.87
269.03,269.9,261.44,263.3
267.66,271.5,263.66,269.03
263.44,268.39,261.28,267.66
265.03,267.22,260.21,263.44
260.52,266.55,259.38,265.03
257.12,261.92,254.57,260.52
257.13,259.93,252.87,257.12
246.72,257.53,245.74,257.13
226,247.95,214.29,246.72
234.66,238.03,225.54,226
232.4,236.3,230.48,234.66
229.54,235.07,221.04,232.4
226.75,232.7,224.27,229.54
211.43,228.43,207.82,226.75
220.51,226.55,196.26,211.43
224.97,230.69,218.79,220.51
222.73,228.44,222,224.97
231.64,234.81,219.6,222.73
228.5,233.09,226.35,231.64
228.4,232.32,225.44,228.5
229.47,231.79,224.2,228.4
227.18,231.45,225.76,229.47
228.63,230.59,225.57,227.18
226.2,229.62,225.36,228.63
230.25,231.06,225.75,226.2
233.67,235.61,228.29,230.25
239.86,243.64,234.74,233.67
239.58,242.66,237.49,239.86
243.24,246.38,239.23,239.58
237.41,244.34,236.49,243.24
