close,high,low,open
238.08,240.63,234.31,237.41
239.9,241.02,237.38,238.08
235.6,240.32,233.32,239.9
230.19,236.16,228.28,235.6
229.91,232.64,225.96,230.19
229.53,242.83,228.03,229.91
228.6,230.89,225.05,229.53
232.72,235.17,227.95,228.6
232.21,234.69,230.58,232.72
231.11,233.35,230.21,232.21
231.09,232.67,229.93,231.11
226.33,231.63,225,231.09
230.01,233.24,224.07,226.33
229.89,232.2,228.5,230.01
233.76,235.84,229.57,229.89
235.03,237.58,232.7,233.76
234.3,235.71,232.74,235.03
232.5,234.75,231.84,234.3
238.87,240.39,232.37,232.5
236.71,240.39,234.8,238.87
235.93,237.83,234.39,236.71
237.05,238.66,234.7,235.93
236.71,238.45,235.14,237.05
238.58,239.52,236.07,236.71
238.33,277.58,237.51,238.58
240.15,240.53,236.41,238.33
246.14,247.61,239.36,240.15
242.98,247.28,241.65,246.14
242.58,244.79,241.57,242.98
244.04,244.56,241.34,242.58
245.35,245.93,242.89,244.04
247.65,248.26,244.47,245.35
245.35,248.02,244.65,247.65
248.78,251.19,243.11,245.35
252.33,255.06,248.28,248.78
254.44,256.76,251.17,252.33
262.87,267.27,253.93,254.44
269.58,275.41,261.74,262.87
261.67,272.44,259.53,269.58
263.82,265.95,259.89,261.67
269.75,272.12,262.7,263.82
267.11,272.17,263.54,269.75
274.42,278.74,266.8,267.11
276.92,279.77,273.17,274.42
282.56,283.05,277.01,276.92
287.86,295.56,281.75,282.56
285.15,287.62,279.62,287.86
294.66,298.43,285.09,285.15
303.54,307.46,294.02,294.66
313.63,318.48,300.16,303.54
327.12,334.92,310.82,313.63
311.24,333.25,304.6,327.12
322.95,324.34,304.72,311.24
359.28,365.75,319.75,322.95
396.49,416.78,354.58,359.28
400.89,492.8,368.62,396.49
382.7,447.24,366.08,400.89
369.81,396.35,348.84,382.7
385.09,391.75,368.98,369.81
371.56,389.78,365.49,385.09
380.22,385.11,360.17,371.56
336.69,381.38,323.21,380.22
304.71,341.76,292.38,336.69
333.85,346.13,306.07,304.71
333.77,341.79,323.91,333.85
331.77,369.8,326.35,333.77
317.45,334.78,314.16,331.77
330.21,332.01,314.06,317.45
333.91,342.91,328.15,330.21
335.92,337.39,329.42,333.91
324.98,335.64,323.36,335.92
321.12,327.06,309.48,324.98
324.7,328.42,318.37,321.12
322.78,326.94,319.35,324.7
322.12,325,319.89,322.78
318.35,323.26,315.54,322.12
327.52,330.04,315.69,318.35
353.74,368.92,327.4,327.52
359.52,363.9,345.15,353.74
355.83,360.08,350.49,359.52
370.84,372.84,354.55,355.83
377.97,382.56,367.87,370.84
361.8,379.02,353.66,377.97
359.98,363.43,347.16,361.8
360.31,371.37,355.47,359.98
361.67,363.95,354.31,360.31
386.69,390.28,361.5,361.67
393.38,402.19,382.62,386.69
394.28,398.74,381.69,393.38
410.67,411.07,388.03,394.28
416,424.58,403.26,410.67
415.49,420.36,409.53,416
449.83,453.37,413.72,415.49
432.29,467.71,403.69,449.83
434.69,440.97,420.76,432.29
442,449.45,428.84,434.69
462.65,464.23,440.72,442
453.98,465.16,437.37,462.65
455.53,458.44,447.29,453.98
463.18,466.12,453.46,455.53
461.2,465.99,452.33,463.18
441.78,462.76,431.1,461.2
437.59,445.54,423.99,441.78
437.03,443.22,433.25,437.59
442.43,444.78,434.28,437.03
452.98,460.62,441.76,442.43
454.05,457.44,449.52,452.98
415.37,456.48,400.45,454.05
422.39,425.51,406.09,415.37
421.76,429.85,417.14,422.39
431.92,433.56,419.3,421.76
427.15,435.04,420.77,431.92
429.95,433.12,417.14,427.15
433.99,437.95,425.86,429.95
433.72,437.43,430.73,433.99
430.7,434.14,423.09,433.72
433.32,435.26,428.6,430.7
431.2,435.25,428.87,433.32
430.82,432.11,425,431.2
457.05,457.54,428.52,430.82
452.87,462.92,446.51,457.05
448.31,454.55,444.9,452.87
446.19,448.88,438.62,448.31
447.72,451.08,441.77,446.19
445.04,448.41,443.14,447.72
432.18,443.72,420.39,445.04
429.13,433.74,427.01,432.18
372.26,430.15,364.71,429.13
385.04,386.72,350.39,372.26
382.47,390.72,377.71,385.04
384.4,387.29,373.21,382.47
379.46,386.69,375.89,384.4
414.58,425.72,374.05,379.46
410.24,423.42,403.86,414.58
382.65,411.49,374.9,410.24
388.61,395.43,380.27,382.65
402.13,405.4,385.53,388.61
392.76,403.78,386.85,402.13
389.78,397.74,387.9,392.76
395.02,397.37,389.35,389.78
379.69,395.42,376.71,395.02
380.29,385.75,363.49,379.69
377.76,381.75,375.04,380.29
369.84,380.54,366.88,377.76
372.18,379.78,365.27,369.84
373.92,376.63,371.4,372.18
368.02,375.89,366.2,373.92
390.65,391.83,368.05,368.02
386.46,391.15,384.48,390.65
376.68,386.35,372.87,386.46
377.94,382.61,375.28,376.68
372.63,380.92,372.1,377.94
375.32,377.59,371.42,372.63
381.88,385.38,374.09,375.32
379.45,383.23,372.75,381.88
384.04,386.4,379.32,379.45
390.1,392.57,383.31,384.04
405.5,405.93,390.06,390.1
401.07,410.85,396.56,405.5
406.42,409.75,398,401.07
417.14,421.45,405.05,406.42
421.4,425.51,414.78,417.14
419.98,424.26,416.36,421.4
440.06,442.66,419.49,419.98
437.87,447.61,425.47,440.06
437.79,440.18,431.3,437.87
419.9,440.76,414.36,437.79
422.72,425.17,410.36,419.9
423.48,427.18,417.51,422.72
427.32,427.58,419.11,423.48
431.3,434.14,427.3,427.32
432.47,435.62,421.22,431.3
436.21,441.32,429.83,432.47
434.04,439.02,428.49,436.21
425.36,435.91,423.85,434.04
419.56,425.83,414.94,425.36
409.48,423.39,407.2,419.56
399,410.06,386.93,409.48
405.96,412.02,393.09,399
414.87,416.58,401.98,405.96
411.9,416.72,408.42,414.87
412.76,414.88,408.94,411.9
415.83,417.48,410.27,412.76
419.11,422.4,415.11,415.83
410.36,420.67,407.03,419.11
412.41,415.93,409.57,410.36
414.31,416.08,411.19,412.41
415.13,417.37,412.31,414.31
415.91,416.95,413.32,415.13
418.16,419.56,415.33,415.91
408.16,418.58,402.48,418.16
408.69,410.49,402.13,408.16
411.53,413.45,407.24,408.69
411.11,413.09,407.25,411.53
416.21,417.94,410.78,411.11
416.98,419.58,414.18,416.21
414.74,417.68,412.88,416.98
415.71,417.3,412.41,414.74
416.51,417.71,413.93,415.71
424.57,427.36,415.5,416.51
422.21,425.36,419.7,424.57
415,424.53,406.36,422.21
412.44,416.22,408.4,415
415.66,417.16,411.45,412.44
415.64,416.86,412.79,415.66
418.51,420.09,415.09,415.64
419.06,420.18,416.95,418.51
419.33,420.39,416.21,419.06
422.07,423.67,417.95,419.33
421.26,422.81,419.54,422.07
420.14,422.03,417.94,421.26
417.69,423.51,415.5,420.14
418.05,418.85,412.39,417.69
420.25,421.63,416.69,418.05
421.43,422.35,418.11,420.25
424.74,426.69,420.7,421.43
423.47,426.58,421.41,424.74
424.02,425.44,421.84,423.47
428.67,429.49,423.25,424.02
430.05,432,426.84,428.67
426.26,430.62,423.79,430.05
427.69,429.07,424.35,426.26
434.92,436.07,426.84,427.69
441.16,442.86,432.51,434.92
449.34,450.8,439.53,441.16
445.28,450.19,441.9,449.34
450.08,451.48,443.07,445.28
457.56,461.78,447.89,450.08
461.73,466.23,451.79,457.56
466,468.86,459.23,461.73
447.01,467.87,444.62,466
448.48,450.1,433.9,447.01
454.98,456.31,445.22,448.48
448.53,456.86,446.65,454.98
452.24,454.21,447.52,448.53
444.18,453.87,440.21,452.24
450.27,451.54,441.55,444.18
445.8,450.87,444.22,450.27
448.08,449.19,444.35,445.8
459.56,461.48,445.72,448.08
458.46,460.61,454.6,459.56
457.87,460.18,454.94,458.46
460.44,464.18,455.38,457.87
449.36,462.14,446.81,460.44
452.5,456.15,449.59,449.36
454.43,455.34,448.4,452.5
455.41,457.22,451.49,454.43
456.44,457.74,453.58,455.41
458.11,460.28,455,456.44
454.87,459.57,450.73,458.11
453.25,456.3,451.71,454.87
454.22,456.65,452.35,453.25
442.66,455.19,441.12,454.22
442.11,447.76,435.42,442.66
443.64,445.24,439.73,442.11
439.62,444.24,436.94,443.64
443.69,444.99,438.24,439.62
446.11,447.9,442.02,443.69
449.78,451.21,445.35,446.11
453.3,454.25,447.67,449.78
474.05,479.22,452.71,453.3
524.22,531.76,467.05,474.05
516.05,548.04,493.22,524.22
532.26,544.18,512.81,516.05
528.92,546.92,513.15,532.26
537.4,542.26,521.3,528.92
537.1,541.55,530.47,537.4
567.03,573.72,534.34,537.1
571.95,592.68,560.87,567.03
574.91,583.64,567.77,571.95
583.58,586.73,571.67,574.91
575.58,591.32,543.63,583.58
580.51,582.44,567.78,575.58
574.69,580.71,569.26,580.51
577.89,579.26,571.14,574.69
591.6,592.61,576.29,577.89
666.55,683.85,592.79,591.6
700.07,718.24,652.78,666.55
685.14,702.52,654.69,700.07
690.77,695.07,670.45,685.14
761.21,769.73,687.43,690.77
743.9,771.89,704.21,761.21
753.77,776.04,727.13,743.9
761.04,765.1,740.38,753.77
733.97,764.6,717.41,761.04
667.38,732.23,626.05,733.97
590.56,677.8,586.6,667.38
620.84,629.55,539.28,590.56
656.89,687.39,616.41,620.84
663.52,688.1,640.79,656.89
625.41,665.19,609.9,663.52
644.66,650.34,615.22,625.41
644.89,659.27,634.26,644.66
636.54,645.91,621.76,644.89
670.02,673.04,631.24,636.54
674.57,685.11,661.09,670.02
698.06,700.46,671.46,674.57
661.64,701.49,644.61,698.06
675.16,679.03,644.04,661.64
663.67,679.19,657.31,675.16
672.7,678.39,662.24,663.67
635.25,676.19,604.95,672.7
662.78,663.43,630.17,635.25
651.83,663.49,620.68,662.78
647.11,651.98,636.8,651.83
646.71,657.47,639.97,647.11
670.56,673.19,644.56,646.71
661.15,672.02,656.04,670.56
657.25,661.88,646.31,661.15
664.2,667.46,656.5,657.25
660.69,665.41,655.72,664.2
676.33,680.94,660.13,660.69
670.38,680.42,664.61,676.33
671.1,673.24,663.63,670.38
664.4,672.29,659.51,671.1
664.62,666.51,657.82,664.4
651.11,669.44,645.69,664.62
655.16,658.17,647.98,651.11
659.29,664.21,651.03,655.16
654,662.51,651.08,659.29
654.38,657.76,643.49,654
654.54,659.08,646.04,654.38
654.13,657.96,650.81,654.54
655.43,657.4,650.99,654.13
654.74,657.55,652.06,655.43
621.87,654.92,621.42,654.74
607,627.89,603.55,621.87
513.43,613.75,471.36,607
566.44,573.06,514.09,513.43
576.22,584.89,559.5,566.44
574.66,579.97,565.81,576.22
586.45,596.68,565.33,574.66
590.85,596.01,580.87,586.45
589.24,594.24,585.41,590.85
585.25,591.2,581.1,589.24
590.94,600.52,580.87,585.25
587.84,599.15,585.39,590.94
587.14,591.14,582.2,587.84
584.59,590.07,582.81,587.14
569.06,585.8,559.93,584.59
566.95,574.97,559.28,569.06
580.19,583.38,563.38,566.95
572.34,581.1,568.66,580.19
573.39,579.53,570.83,572.34
574.56,577.86,566.25,573.39
582.61,583.5,572.28,574.56
580.66,585.32,577.84,582.61
587.47,591.9,577.13,580.66
583.56,589.87,578.61,587.47
579.66,584.47,576.82,583.56
577.96,580.71,570.81,579.66
579.37,582.73,575.83,577.96
570.35,580.41,567.25,579.37
574.98,576.32,569.21,570.35
574.23,578.61,571.38,574.98
577.32,579.94,572.51,574.23
573.88,578.25,571.69,577.32
571.99,704.97,569.37,573.88
575.29,577.6,569.3,571.99
598.84,604.97,572.64,575.29
609.55,615.2,590.78,598.84
605.76,610.61,598.77,609.55
610.44,611.95,603.55,605.76
613.21,616.48,606.24,610.44
625.57,629.3,611.25,613.21
623.16,627.58,617.32,625.57
624.52,627.45,621.07,623.16
605.61,630.77,592.79,624.52
607.98,610.62,603.03,605.61
608.61,612.03,604.87,607.98
609.54,612.16,606.39,608.61
608.11,610.73,605.1,609.54
607.78,610.36,605.15,608.11
607.08,609.61,604.52,607.78
610.7,612.38,605.22,607.08
609.85,612.41,606.99,610.7
609.24,611.27,605.93,609.85
597.16,608.82,591.69,609.24
595.63,599.78,592.83,597.16
602.92,603.7,594.11,595.63
602.59,605.92,600.5,602.92
601.49,604.87,598.35,602.59
606.54,608.46,598.17,601.49
605.47,608.97,601.73,606.54
604.67,606.9,602.62,605.47
604.7,607.23,602.01,604.67
608.14,608.78,602.25,604.7
613.41,615,607.07,608.14
610.69,614.21,607.67,613.41
611.6,613.2,608.47,610.69
608.96,612.68,606.5,611.6
611.82,613.65,607.98,608.96
610.97,612.68,608.54,611.82
616.03,619.43,609.12,610.97
617.65,619.56,614.88,616.03
615.77,618.35,613.01,617.65
617.29,618.81,612.76,615.77
640.45,642.35,615.6,617.29
635.99,642.51,632.19,640.45
635.6,639.52,632.25,635.99
637.92,640.46,630.66,635.6
637.03,641.4,635.06,637.92
640.12,642.18,636.39,637.03
637.37,641.29,634.89,640.12
635.34,639.34,632.23,637.37
629.06,637.27,624.09,635.34
628.34,630.83,625.48,629.06
630.45,633.26,627.58,628.34
655.48,659.89,629.72,630.45
653.03,661.2,648.78,655.48
650.49,654.32,645.68,653.03
651,662.54,647.65,650.49
674.67,678.39,651.39,651
682.3,687.88,672.26,674.67
686.24,688.43,678.63,682.3
714.95,720.19,685.22,686.24
697.27,714.91,689.51,714.95
698.67,707.21,682.17,697.27
726.76,734.36,695.2,698.67
733.51,735.78,718.14,726.76
684.87,744.43,670.4,733.51
702.08,706.64,681.27,684.87
702.11,706.38,694.03,702.08
709.91,714.13,697.63,702.11
705.4,711.66,698.35,709.91
710.9,714.63,700.96,705.4
721.42,741.23,707.13,710.9
714.57,723.02,707.31,721.42
714.97,719.79,711.67,714.57
704.27,717.37,701.08,714.97
701.97,705.61,685.01,704.27
704.56,708.03,696.11,701.97
711.1,716.93,697.91,704.56
740.28,745.98,708.14,711.1
737.53,751.91,730.08,740.28
746.96,751.43,730.95,737.53
747.89,755.34,737.44,746.96
728.51,752.26,712.77,747.89
736.19,744.33,726.55,728.51
749.34,754.01,730.62,736.19
741.07,750.93,731.34,749.34
735.31,744.24,726.19,741.07
740.39,741.25,728.97,735.31
734.14,740.96,725.62,740.39
729.42,738.29,727.11,734.14
733.3,738.1,727.74,729.42
732.56,737.04,727.78,733.3
742.49,745.39,730.57,732.56
752.63,755.48,741.08,742.49
770.94,779.02,752.25,752.63
764.24,772.32,755.81,770.94
766.39,769.23,758.8,764.24
754.34,769.18,746.01,766.39
758.21,762.48,750.91,754.34
765.56,769.02,754.27,758.21
768.49,773.41,761.17,765.56
770.48,773.48,765.03,768.49
774,776.96,769.19,770.48
767.91,774.16,763,774
778.47,781.26,767.86,767.91
778.74,790.33,767.77,778.47
776.5,780.77,771.01,778.74
775.21,780.27,773.12,776.5
782.05,783.94,773.31,775.21
787.17,791.57,779.36,782.05
789.01,791.26,783.8,787.17
789.79,793.73,786.31,789.01
799.1,800.02,787.12,789.79
829.21,833.13,795.98,799.1
860.15,874.68,828.87,829.21
917.17,920.26,858.04,860.15
891.07,920.49,880.79,917.17
891.07,895.24,851.42,891.07
898.38,909.32,885.88,891.07
925.78,937.91,893.38,898.38
972.17,974.51,925.49,925.78
971.08,982.57,949.23,972.17
959.04,971.59,927.4,971.08
963.38,965.47,942.4,959.04
995.44,1001.61,956.1,963.38
1017.05,1031.68,990.2,995.44
1033.3,1035.47,1006.53,1017.05
1135.41,1148.54,1022.32,1033.3
989.35,1150.63,874.53,1135.41
886.16,1027.42,852.55,989.35
888.87,900.86,806.66,886.16
900.86,936.13,875.85,888.87
899.78,910.47,870.91,900.86
904.37,911.32,890.12,899.78
785.43,917.65,751.63,904.37
810.11,828.21,739.55,785.43
824.83,835.05,771,810.11
819.63,838.9,808.27,824.83
821.17,826.43,808.63,819.63
827.34,836.66,817.7,821.17
899.66,906.38,825.04,827.34
872.03,913.67,845.87,899.66
895.21,905.28,870.71,872.03
892.91,901.49,878.9,895.21
919.84,928.93,889.46,892.91
918.84,938.38,888.62,919.84
921.46,927.98,910.85,918.84
893.75,925.61,889.15,921.46
894.41,905.7,883.63,893.75
915.56,919.32,893.49,894.41
918.01,922.56,907.92,915.56
918.51,921.89,912.84,918.01
914.55,922.4,912.68,918.51
920.73,922.35,911.51,914.55
965.49,967.45,917.38,920.73
982.43,986.57,959.82,965.49
1003.97,1009.13,973.5,982.43
1013.02,1023.72,989.21,1003.97
1031.85,1041.04,1000.41,1013.02
1016.11,1033.66,1004.05,1031.85
1024.67,1030.6,1010.83,1016.11
1049.56,1054.1,1019.87,1024.67
1055.49,1069.23,1020.33,1049.56
978.96,1073.03,924.65,1055.49
997.61,1005.6,947.02,978.96
1008.32,1014.32,983.93,997.61
996.52,1007.82,992.45,1008.32
995.36,1007.61,975.1,996.52
1008.34,1013.8,986.46,995.36
1008.19,1010.93,999.73,1008.34
1031.93,1040.28,1007.39,1008.19
1049.41,1057.39,1025.87,1031.93
1052.28,1063.21,1044.68,1049.41
1048.89,1056.48,1037.67,1052.28
1077.56,1081.78,1040.99,1048.89
1119.03,1123.03,1073.54,1077.56
1120.46,1132.25,1094.83,1119.03
1171.91,1181.6,1113.54,1120.46
1176.49,1211.74,1092.41,1171.91
1149.05,1180.01,1116.21,1176.49
1171.58,1177.47,1130.61,1149.05
1188.83,1195.82,1164.27,1171.58
1189.27,1208.22,1175.75,1188.83
1222.66,1225.04,1154.55,1189.27
1255.47,1286.98,1211.96,1222.66
1283.3,1291.35,1250.8,1255.47
1264.32,1285.78,1228.73,1283.3
1271.22,1273.28,1242.1,1264.32
1277.01,1280.61,1261,1271.22
1232.69,1280.89,1148.66,1277.01
1146.97,1242.04,1136.88,1232.69
1191.33,1206.97,1129.35,1146.97
1112.39,1330.42,988.69,1191.33
1179.22,1202.69,1104.78,1112.39
1225.11,1235.46,1160.9,1179.22
1238.19,1245.63,1205.61,1225.11
1243.14,1255.52,1218.38,1238.19
1253.43,1256.95,1236.43,1243.14
1172.88,1260.24,1118.96,1253.43
1071.71,1174.9,1063.48,1172.88
971.38,1103.61,940.18,1071.71
1022.6,1063.67,967.31,971.38
1047.51,1057.5,1005.05,1022.6
1121.29,1125.53,1043.87,1047.51
1044.72,1121.88,997.78,1121.29
1035.03,1062.79,1022.02,1044.72
939.7,1038.38,927.35,1035.03
966.3,995.96,890.43,939.7
969.44,1004.32,946.65,966.3
1045.14,1048.85,961.8,969.44
1044.42,1068.41,1015.45,1045.14
1041.9,1058.66,1008.34,1044.42
1037.91,1052.66,1020.93,1041.9
1079.11,1088.2,1035.18,1037.91
1086.12,1103.74,1067.47,1079.11
1097.4,1109.48,1074.21,1086.12
1147.56,1157.87,1095.55,1097.4
1141.77,1161.19,1122.15,1147.56
1129.87,1143.84,1110.06,1141.77
1188.7,1201.55,1130.51,1129.87
1190.49,1201.23,1173.18,1188.7
1180.78,1198.22,1166.65,1190.49
1204.34,1215.1,1173.99,1180.78
1206.71,1214.87,1194.81,1204.34
1220.74,1229.57,1195.76,1206.71
1212.53,1225.46,1207.36,1220.74
1176.2,1218.66,1150.29,1212.53
1177.33,1195.4,1162.16,1176.2
1176.99,1194.85,841.53,1177.33
1176.8,1187.97,1166.74,1176.99
1194.01,1202.97,1172.81,1176.8
1206.09,1213.88,1191.14,1194.01
1215.2,1218.21,1194.08,1206.09
1238.09,1246.64,1210.67,1215.2
1249.64,1256.97,1235.56,1238.09
1240.89,1256.97,1215.78,1249.64
1249.14,1256.23,1223.06,1240.89
1248.18,1256.36,1234.86,1249.14
1264.31,1272.62,1244.21,1248.18
1286.63,1309.2,1263,1264.31
1332.91,1346.79,1285.3,1286.63
1329.62,1356.15,1287.62,1332.91
1336.28,1343.69,1314.15,1329.62
1351.91,1358.94,1309.66,1336.28
1415.81,1448.68,1342.78,1351.91
1445.93,1471.14,1394.83,1415.81
1485.55,1496.39,1424.05,1445.93
1516.76,1609.84,1437.11,1485.55
1507.77,1588.11,1485.01,1516.76
1545.29,1560.42,1503.93,1507.77
1554.45,1572.89,1495.18,1545.29
1664.47,1667.67,1552.86,1554.45
1697.5,1757.39,1619.97,1664.47
1752.31,1766.18,1664.99,1697.5
1819.29,1864.76,1741.54,1752.31
1686.39,1822.51,1641.18,1819.29
1763.74,1770.5,1594.59,1686.39
1772.55,1802.75,1736.13,1763.74
1708.92,1776.65,1656.81,1772.55
1729.34,1752.55,1653.72,1708.92
1801.3,1842.83,1703.97,1729.34
1880.99,1980.49,1791.12,1801.3
1962,1969.7,1875.28,1880.99
2040.18,2048.45,1944.4,1962
2044.19,2094.94,1980.07,2040.18
2124.41,2264.76,1998.61,2044.19
2272.58,2286.3,2110.78,2124.41
2445.28,2496.98,2263.29,2272.58
2307.22,2781.76,2210.48,2445.28
2244.89,2616.52,2051.45,2306.96
2052.43,2322.37,1868.56,2244.89
2189.02,2300.52,2051.07,2052.43
2278.21,2337.35,2117.34,2189.02
2192.55,2329.26,2147.1,2278.21
2303.34,2330.62,2168.37,2192.55
2412.65,2460.84,2303.34,2303.34
2492.6,2493.97,2385.59,2412.65
2545.43,2582.77,2449.95,2492.6
2524.06,2559.79,2478.18,2545.43
2704.96,2705.38,2523.92,2524.06
2870.5,2931.24,2699.68,2704.96
2691.51,2880.95,2626.56,2870.5
2798.78,2808.41,2623.61,2691.51
2811.43,2852.07,2786.07,2798.78
2900.25,2914.19,2807.36,2811.43
2973.45,2977.86,2867.25,2900.25
2656.77,2985.06,2483.63,2973.45
2712.99,2784.77,2647.44,2656.77
2467.27,2803.72,2348.99,2712.99
2442.46,2521.6,2125.56,2467.27
2508.58,2536.42,2335.28,2442.46
2655.1,2690.71,2454.81,2508.58
2539.56,2676.04,2488.59,2655.1
2616.82,2617.75,2518.78,2539.56
2754.38,2800.48,2613.98,2616.82
2677.62,2804.41,2624.35,2754.38
2722.84,2757.32,2623.17,2677.62
2710.37,2759.66,2699.48,2722.84
2590.05,2741.56,2540.35,2710.37
2541.62,2660.66,2472.37,2590.05
2446.05,2584.75,2327.26,2541.62
2583.75,2585.06,2309.63,2446.05
2577.74,2616.95,2490.11,2583.75
2558.37,2605.86,2526.51,2577.74
2480.61,2576.28,2469.54,2558.37
2424.61,2529.62,2387.47,2480.61
2536.46,2555.34,2375.86,2424.61
2572.47,2617.48,2506.3,2536.46
2617.32,2658.73,2569.99,2572.47
2627.86,2642.74,2562.04,2617.32
2614.24,2634.84,2581.8,2627.86
2513.88,2617.48,2484.73,2614.24
2564.86,2568.73,2480.62,2513.88
2511.43,2576.73,2509.65,2564.86
2344.02,2530.34,2271.79,2511.43
2324.29,2412.75,2265.48,2344.02
2403.09,2424.82,2262.08,2324.29
2362.44,2436.66,2334.96,2403.09
2234.17,2370.53,2165.36,2362.44
1975.08,2237.13,1974.03,2234.17
1914.09,2044.41,1808.99,1975.08
2233.39,2233.83,1913.79,1914.09
2320.23,2400.74,2164.59,2233.39
2282.58,2412.38,2243.13,2320.23
2866.02,2932.81,2282.11,2282.58
2675.08,2873.96,2622.54,2866.02
2836.53,2876.71,2658.59,2675.08
2756.61,2856.67,2675.65,2836.53
2763.42,2798.89,2715.69,2756.61
2582.58,2779.08,2472.62,2763.42
2559.21,2631.73,2441.54,2582.58
2691.88,2712.92,2547.74,2559.21
2806.75,2843.78,2683.59,2691.88
2733.5,2812.13,2699.42,2806.75
2766.49,2773.06,2621.68,2733.5
2883.27,2916.3,2723.05,2766.49
2746.99,2946.02,2659.62,2883.27
2720.53,2773.8,2668.87,2746.99
2809.99,2822.88,2717.62,2720.53
2878.49,2892.67,2779.51,2809.99
3262.8,3344.01,2875.91,2878.49
3232.03,3295.07,3166.52,3262.8
3401.91,3425.13,3198.51,3232.03
3429.38,3494.87,3357.15,3401.91
3348.79,3437.15,3251.03,3429.38
3425.67,3453.84,3322.92,3348.79
3654.37,3706.48,3409.79,3425.67
3871.62,3967.26,3611.36,3654.37
4062.6,4189.42,3847.31,3871.62
4327.94,4336.71,3978.95,4062.6
4161.66,4436.48,3837.13,4327.94
4387.4,4398.06,3938.62,4161.66
4278.92,4487.5,4194.1,4387.4
4105.37,4362.73,3978.28,4278.92
4150.45,4189.68,3957.46,4105.37
4066.6,4182.29,4034.4,4150.45
4005.1,4097.25,3966.93,4066.6
4089.7,4142.68,3612.21,4005.1
4141.09,4255.62,4070.49,4089.7
4318.35,4364.11,4111.71,4141.09
4364.41,4461.71,4292.63,4318.35
4352.3,4379.28,4263.28,4364.41
4345.75,4408.18,4321.12,4352.3
4390.31,4403.13,4195.23,4345.75
4597.31,4647.83,4350.22,4390.31
4583.02,4644.06,4491.79,4597.31
4735.11,4765.07,4580.13,4583.02
4921.85,4925.23,4690.17,4735.11
4573.8,4976.52,4448.64,4921.85
4612.92,4719.78,4397.74,4573.8
4267.45,4621.01,4098.58,4612.92
4409.08,4496.67,4004.62,4267.45
4618.71,4660.04,4401.53,4409.08
4635.6,4690.55,4493.2,4618.71
4326.45,4699.59,4130.88,4635.6
4335.13,4402.15,4185.33,4326.45
4245.89,4338.08,4032.15,4335.13
4217.9,4364.42,4134.62,4245.89
4158.92,4387.76,4074.97,4217.9
3870.29,4174.58,3752.01,4158.92
3243.08,3930.69,3218.98,3870.29
3713.76,3824.43,2979.88,3243.08
3698.92,3893.67,3551.83,3713.76
3689.61,3796.56,3485.83,3698.92
4100.28,4122.75,3689,3689.61
3907.96,4120.71,3852.22,4100.28
3882.16,4053.04,3846.76,3907.96
3617.27,3912.79,3576.54,3882.16
3600.83,3753.51,3505.81,3617.27
3788.02,3813.39,3563.18,3600.83
3667.52,3790.89,3633.88,3788.02
3932.83,3971.5,3665.67,3667.52
3892.7,3982.31,3858.75,3932.83
4212.2,4232.35,3882.08,3892.7
4195.65,4274.64,4112.88,4212.2
4172.79,4237.51,4030.37,4195.65
4360.62,4383.27,4164.25,4172.79
4403.09,4412.62,4258.32,4360.62
4401.32,4477.38,4364.67,4403.09
4314.18,4435.99,4230.73,4401.32
4218.66,4355.29,4183.57,4314.18
4321.44,4365.76,4143.35,4218.66
4371.94,4422.15,4296.93,4321.44
4435.81,4472.92,4319.48,4371.94
4611.7,4622.87,4419.36,4435.81
4777.49,4875.38,4556.15,4611.7
4763.36,4930,4722.81,4777.49
4824.2,4874.89,4718.6,4763.36
5432.62,5432.63,4814.98,4824.2
5637.26,5852.78,5391.97,5432.62
5824.71,5839.62,5568.86,5637.26
5688.14,5862.69,5448.22,5824.71
5759.33,5795.33,5576.1,5677.35
5598.58,5773.32,5521.09,5759.25
5575.83,5601.3,5114.87,5598.58
5698.65,5737.41,5517.62,5576.71
5993.11,6075.32,5611.39,5698.62
6006.65,6187.2,5874.54,5993.11
5982.86,6070.56,5722.98,6006.65
5903.61,6048.98,5644.22,5982.86
5513.08,5904.63,5463.41,5903.61
5734,5747.96,5375.64,5513.08
5887.61,5970.4,5689.92,5734
5764.56,5997.83,5692.32,5887.62
5726.61,5871.04,5654.8,5764.56
6147.52,6295.43,5679.37,5726.61
6124.28,6226.18,6018.97,6147.7
6451.24,6467.2,6090.83,6124.28
6737.78,6738.74,6355,6449.1
7024.81,7339.91,6737.77,6737.78
7152.12,7445.62,6938.93,7024.81
7363.8,7492.24,6957.84,7146.98
7389.55,7599.44,7284.33,7363.8
6959.23,7429.7,6934.73,7389.55
7102.75,7222.37,6957.8,6959.27
7444.36,7869.1,7026.97,7102.23
7129.59,7457.12,7040.83,7444.36
6565.8,7318.97,6406.05,7129.59
6339.86,6821.5,6197.87,6565.8
5878.13,6490.53,5493.64,6339.87
6522.45,6760.15,5828.34,5878.09
6597.06,6728.59,6419.18,6522.45
7283.22,7330.06,6596.94,6597.06
7853.68,7964.64,7119.17,7283.02
7699.95,8000.19,7534.7,7853.68
7780.91,7857.52,7458.9,7699.95
8042.64,8100.87,7675.41,7781.02
8244.69,8294.12,7947.28,8042.64
8099.97,8368.36,7819.06,8245.87
8234.55,8304.37,8091.63,8099.92
8013.41,8266.55,8012.35,8234.5
